「甘普基本變形法則」五大例外中的第一項是什麼？;不可能憑空變出美味佳
1792年三巫鬥法大會中什麼生物橫衝直往而使三位裁判受傷？;雞蛇
1991年誰在霍格華滋教草藥學？;斯普勞特教授
1994年的魁地奇世界盃得主是誰?;愛爾蘭隊
1997年佛地魔控制下的魔法部內，大廳雕像上寫著什麼？;魔法即強權
1997年英國魔法部倒臺前的部長是？;盧夫昆爵
1997年教授黑魔法防禦術的老師？;艾米克．卡羅
一加隆等於多少西可?;17
一加隆等於多少納特？;493
一件趣事，學生時期隆巴頓教授的幻形怪形態是什麼？;石內卜教授
一次阿茲卡班越獄事件中，誰嚇得胖夫人逃出了畫框？;天狼星·布萊克
一次魁地奇比賽中，哈利·波特骨折後誰給他使用了生骨靈？;龐芮夫人
一西可等於多少納特？;29
一段往事，誰殺了格雷女士?;血腥男爵
一個有趣的問題，先有火焰，還是先有鳳凰？;循環往復，沒有起點
一群木精被叫做什麽？;一個分支
七個波特之戰中是因為施放什麼咒語才被發現？;繳械咒
人們能從意若思鏡中看到什麼?;最渴望的事物
人們常常把黑妖精誤認為什麼？;小仙子
人馬翡冷翠曾在霍格華茲教授哪一門課程？;占卜學
人魚有時會飼養什麽神奇生物作爲寵物？;滾帶落
人頭獅身蠍尾獸在進食時發出什麼聲音?;一聲低吟
三巫鬥法大會上，哈利的舞伴是誰？;芭蒂·芭提
三巫鬥法大賽的第一個項目中，哈利·波特挑戰了什麼龍？;匈牙利角尾龍龍
三巫鬥法大賽的第一個項目中，喀浪挑戰了什麼龍？;中國火球龍
三巫鬥法大賽的第一個項目中西追挑戰了什麼龍？;瑞典短吻龍
三巫鬥法大賽的聖誕舞會上花兒戴樂古的舞伴是誰？;比爾衛斯理
三巫鬥法大賽前，誰綁架了瘋眼漢穆迪？;小巴蒂·克勞奇
三巫鬥法大賽第二個項目誰變成了鯊魚？;維克多·喀浪
三巫鬥法大賽最後一場比賽中，人面獅身獸給哈利出的謎題的答案是什麼?;蜘蛛
三巫鬥法大賽期間誰邀請了妙麗參加舞會？;維克多喀浪
三巫鬥法大賽舞會上，哪支樂隊進行了表演？;古怪姊妹
三把掃帚酒吧的女主人是誰?;羅斯默塔女士
三強爭霸賽的第一個項目中，花兒挑戰了什麼龍？;威爾士綠龍
三強爭霸賽前，誰綁架了瘋眼漢穆迪？;小巴蒂·克勞奇
三強爭霸賽舞會上，哈利的舞伴是誰？;帕瓦蒂?佩蒂爾
三頭犬毛毛的弱點是什麼？;聽到音樂就會入睡
三頭巨犬毛毛守護的東西是什麼？;魔法石
下列人物中，誰曾擔任過霍格華茲麻瓜研究的老師？;阿萊克托?卡羅
下列人物中哪一個不是劫盜地圖的制作者？;亞瑟·衛斯理
下列人物中誰不是哈利·波特的同學？;花兒·德拉庫爾
下列四人中誰是在魔法部登記的合法阿尼瑪格斯？;麥米奈娃
下列四人中誰曾經試圖對哈利使用愛情魔藥？;羅咪·凡
下列物品中，哪種不是衛氏巫師法寶店的商品？;酷酸果
下列物品中哪一個不是衛氏巫師法寶店的產品？;伸縮眼
下列物品中哪一個不屬於魁地奇裝備？;看守手的籃筐
下列哪一位不是霍格華茲的創始人?;海蓮娜·雷文克勞
妙麗·格蘭傑用了誰的簽名才能借到《超強魔藥》?;古羅德·洛哈
下列哪一個不屬於神聖二十八族(純血家族聯盟)？;格蘭傑
下列哪一個詞不適合描述海格的狗––牙牙？;勇敢
下列哪一家店沒有開在斜角巷？;三把掃帚酒吧
下列哪一種不是常見的大釜材料?;鎳
下列哪一種甜點會把舌頭燒出一個洞?;酷酸果
下列哪本書是魔法界的著名漫畫？;《瘋麻瓜馬丁·米格冒險記》
下列哪個人不是雷文克勞學院的學生？;金妮?衛斯理
下列哪個不是衛斯理雙胞胎的發明？;變熱假加隆
下列哪個房間不屬於英國魔法部神秘事務司?;憎恨廳
下列哪種生物不住在黑湖中?;尼斯湖水怪
下列哪種生物不是龍？;芬蘭噴火獸
下列哪種奇獸生性高傲，被有禮貌地對待才不會生氣？;鷹馬
下列哪種魔法界出版物中談及過犄角獸？;《謬論家》
下列與天狼星·布萊克無血緣關係的是?;羅道夫斯·萊斯特蘭奇
下列選項中，最愛搗蛋的是誰？;皮皮鬼
下列選項中哪一個不屬於山怪類型？;橋
下列選項中哪個不是伏地魔的魂器?;老魔杖
下列選項中哪個不是佛地魔的分靈體？;接骨木魔杖
下列選項中誰不是劫盜地圖的創造者？;瘋眼
大家知道飛七的貓叫什麼名字嗎？;拿樂絲太太
大家知道海格教授的粉紅色雨傘裡隱藏著什麼？;他的舊魔杖
大家常去斜角巷光顧的貓頭鷹郵局叫什麼名字？;咿啦貓頭鷹郵局
大戰後誰回到霍格華茲完成七年級的學業？;妙麗·格蘭傑
小天狼星·布萊克的另一個暱稱是什麼？;大腳板
小天狼星·布萊克的外號有人知道嗎？;獸足
小仙女東施有什麼特殊的魔法能力？;變形師
小獨角獸寶寶是什麼顏色的？;金色
不在斜角巷開業的店？;蜂蜜公爵
不赦咒不包刮以下哪一個咒語？;空空，遺忘
什麼毛茸茸的東西高興時發出嗡嗡聲，還喜歡把長舌頭伸到巫師的鼻子裡？;胖胖球
什麼可以讓魔鬼網的藤蔓停止不動？;強光
什麼生物以人腦為為食，並幫助紐特·斯卡曼德逃離了美國魔法國會？;惡閃鴉
什麼生物只有面對過死亡的人才能看見？;騎士墮鬼馬
什麼樣的人才能看到騎土墜鬼馬;目睹過死亡
什麼生物的皮比龍還堅硬，可以擋下大部分魔法？;紫角獸
什麼生物的背部覆蓋著海葵般的觸鬚？;海葵鼠
什麼生物能在〝最黑暗、最骯髒的地方〞被找到？;催狂魔
什麼生物被認為是奇獸飼育學課上最無聊的生物？;黏巴蟲
什麼生物會以人最害怕的形態出現？;幻形怪
什麼行為會導致魔法交通司對無此證件的巫師進行懲罰?;現影術
什麼奇獸可以產生引人傷感的糖蜜?;哭蜜蟲
什麼東西可以讓你免受魔蘋果的傷害？;耳罩
什麼東西能重現記憶？;儲思盆
什麼物品可以檢測出隱匿的魔法物品或隱藏咒?;誠實探測器
什麼物品會在不懷好意的人接近時響起來？;測奸器
什麼物品會在葛來分多人危急時出現？;葛來分多寶劍
什麼物品會顯示人們心中最深的渴望？;意若思鏡
什麼物種自願被認作為野獸？;人馬
什麼是給魔蘋果換盆時的必要道具？;耳罩
什麼紙牌遊戲在霍格華茲很受歡迎？;爆炸牌
什麼草藥有強大的治癒效果?;白鮮
什麼植物在受到刺激時會噴出臭樹汁?;惡人掌
什麼黑暗的人工製品能在黑暗中提供光明但只能給它的持有者？;光榮之手
什麼黑魔法物品是盜賊之友？;光榮之手
什麼導致麥教授曾被送去聖蒙果魔法疾病與傷害醫院？;她被四發昏擊咒擊中
什麼樣的人看的到騎士墜鬼馬？;目睹過死亡
什麼魔法物品可以用於製造長生不老藥？;魔法石
什麼魔法物品用於挑選三巫鬥法大賽選手？;火盃
什麽生物能在「最黑暗、最肮髒的地方」被找到？;催狂魔
什麽植物在受到刺激時會噴出臭汁？;惡人掌
仇敵鏡的作用？;顯示你的敵人正在逼近
分類帽最開始是誰的帽子？;高錐客?葛來分多
分類帽裡能得到什麼？;葛來分多寶劍
化獸師形態下的天狼星·布萊克被稱為獸足或什麼？;傷風
天狼星·布萊克在魔法部哪個部門的戰役中被貝拉?雷斯壯殺死？;神秘部門
天狼星·布萊克來自哪個學院？;葛來分多
天狼星·布萊克的外號有人知道嗎？;獸足
天狼星·布萊克的阿尼馬格斯（化獸師）是什麼動物？;黑色大狗
天狼星·布萊克的家族座右銘？;永遠純淨
天狼星·布萊克是從什麼地方知道彼得·佩迪魯的行蹤？;預言家日報
天狼星·布萊克騎著什麼動物逃離了抓捕?;鷹馬
巴嘴是什麼生物？;鷹馬
比爾·衛斯理在古靈閣的職位是什麼？;解咒員
水仙球根粉末加入苦艾汁浸液會得到什麼;一飲活死水
火螃蟹和人面蠍尾獅交配後會得到什麼？;爆尾釘蝦
火螃蟹的殼上覆蓋著什麼？;寶石
丙斯教授在霍格華茲教哪一門課程?;魔法史
以下四人誰沒有參加過三巫師鬥法大賽？;弗雷
以下哪一本書是哈利波特一年級書單沒有的？;《基礎魔藥學》
以下哪一位能和哈利．波特一樣能看到騎士墮鬼馬呢？;露娜．羅古德
以下哪一個學生跟哈利不是同級？;科林克裡維
以下哪本書不是吉德羅洛哈要求的教科書？;與無臉妖同船旅行
以下哪個不是阿不思鄧不利多曾用過的辦公室密語？;南瓜汁
以下哪種材料可以治療頑固性粉刺？;泡泡莖膿汁
以下哪種是黑妖精滅跡中的成分？;綠黴怪
以下誰和魯霸·海格一樣是一位混血巨人？;馬克沁夫人
以前英國魔法部部門間使用的通訊工具是什麼？;貓頭鷹
占卜學課本是下列中哪一本？;《撥開未來的迷霧》
古德羅洛哈使用了誰的魔杖施展遺忘咒失去了記憶？;榮恩衛斯理
古德羅洛哈教授失憶後被收治于聖蒙果醫院幾樓？;五樓
古靈閣中守護金庫的龍是什麽品種？;烏克雷恩鐵肚皮龍
叫麗痕的商店出售什麼;書本
史萊哲林交誼廳位於哪裡？;地下室
史萊哲林的小金匣由誰保管？;怪角 
史萊哲林的學院幽靈是誰?;血腥男爵
史萊哲林學生曾用哪首歌嘲諷榮恩·衛斯理？;《衛斯理是我們的王》
尼可·勒梅曾在哪裡上過學?;波巴洞魔法學院
尼法朵拉唐克斯的頭髮一般是什麼顏色？;泡泡糖粉
尼樂·勒梅曾在哪裡上學？;波巴洞
布巴吉教授在霍格華茲教哪一門課程？;麻瓜研究
弗立維教授教什麼課？;魔咒學
弗雷和喬治使用什麼東西向恩不裡居示威？;衛氏野火魔爆彈
弗雷和喬治是如何獲得劫盜地圖的?;從飛七的辦公室偷來的
弗雷和喬治開的商店名稱叫什麼？;衛氏巫師法寶店
由哪一種杖芯製成的魔杖很難駕馭但是卻很適合用於變形？;雷鳥的尾羽
石內卜在七個波特之戰中用撕淌三步殺誤傷弗雷其實是想救誰？;雷木思·路平
石內卜和誰立下了不破誓的誓言?;水仙馬份
石內卜和誰立下了不破誓的誓言?;納西莎·馬份
石內卜的守護神和誰的一樣？;莉莉?伊凡
石內卜的守護神咒和誰的一樣？;莉莉·伊凡
石內卜的護法咒和誰一樣？;莉莉?伊凡
石內卜教授心中最重要的人是誰？;莉莉·伊凡
石內卜教授的母親？;艾琳·史林斯
石內卜教授的守護神？;牝鹿
石內卜教授的護法是什麼形態?;母鹿
石內卜教授最想要教導的課程是什麼？;黑魔法防禦術
吉德羅·洛哈使用了誰的魔杖施展遺忘咒後失去了記憶？;榮恩·衛斯理
吉德羅·洛哈教授失憶後被收治於聖蒙果醫院幾樓？;五樓
吉德羅·洛哈曾經發明過一種洗髮水，其中含有下列哪種成分？;兩腳蛇蛋黃
吉羅德·洛哈聲稱他做的洗髮水還有什麼成分？;兩腳蛇蛋黃
在七個波特之戰中哈利·波特由於施了什麼咒語而被認出？;繳械咒
在三巫鬥法大賽中，哈利從黑湖裡救出了誰？;榮恩和佳兒樂古
在三巫鬥法大賽中，誰沒有成功救下水下的人質？;花兒?戴樂古
在三巫鬥法大賽舉辦那年的魁地奇世界盃的獲勝隊伍是？;愛爾蘭隊
在小漢靈頓墓地中，西追.迪戈里拜託哈利波特什麼事？;把他的屍體帶回去給他父母
在比爾和花兒的婚禮上，是誰因為露娜父親的項鍊而感到不悅？;維克多·喀浪
在古靈閣中，哪種物品被用於控制守護重要金庫的龍？;丁當片
在巫師世界，龍屬於高危險性魔法生物，魯霸·海格得到火龍蛋的方式是?;酒館贏得的
在那個糟糕的學年裡，恩不裡居代理校長是如何離開霍格華茲的？;被皮皮鬼趕出學校
在使用者忘記了一些事情的時候記憶球會變成什麼顏色？;紅色
在哈利．波特上學時期，當消失的密室被打開時，第一位被襲擊的學生是誰?;柯林．克利維
在哈利·波特三年級時，葛來分多塔的入口畫像換成了誰？;卡多甘爵士
在哈利波特上學時期，當消失的密室被打開時，第一位被襲擊的學生是誰？;柯林·克利維
在哪裡可以找到老湯姆瑞斗的墓碑？;小漢果頓
在座有魁地奇愛好者嗎？考考你哈利·波特的第一把掃帚是什麼型號？;光輪二千
在海格的保護神奇生物課上，什麼被普遍認為是最無聊的生物？;黏巴蟲
在迷你巫師對決中，榮恩·衛斯理被哪種棋子擊中了？;皇后
在逃亡途中哈利波特從哪裡獲得葛萊芬多寶劍？;湖底
在密室，誰治好哈利被蛇妖咬傷的胳膊？;佛客使
在密室中，鳳凰的眼淚解了哪種生物的毒？;蛇妖的毒液
在密室中鳳凰佛客使為哈利波特帶來了什麼？;分類帽
在最後的大戦中，誰去密室拿了蛇妖的牙齒？;妙麗和榮恩
在跩哥·馬份的幫助下，食死人通過什麼進入了霍格華茲？;消失櫥櫃
在與佛地魔的最後決戰中，誰面對佛地魔時謊稱哈利·波特死了？;納西莎·馬份
在魁地奇比賽中，搜捕手抓住金探子給多少分？;150
魁地奇比賽中抓住金探子可以加多少分;150
在魁地奇世界中維克多·喀浪抓住金探子的戰術是什麼？;隆斯基詐騙法
在衛斯理法寶店裡買不到什麼東西？;酸酸果
在魯霸·海格之前奇獸飼育學教授是誰？;凱特爾伯恩教授
在學期結束時得分最多的霍格華茲學院贏得了什麼？;學院杯
在霍格華茲中，由什麼來決定新生的學院？;分類帽
在魔法火焰的灰燼可以找到什麼生物？;火灰蛇
地精的天敵是什麼生物？;魔貂
多比在收到什麼物品之後成為自由的綠仙？;哈利波特的襪子
多比營救哈利波特等人從馬份莊園傳送到哪裡？;貝殼居
多年前彼得·佩德魯被分到了哪個學院？;葛萊分多
如何正確地打開一本《怪獸的怪獸書》？;撫摸書脊
如何向鷹馬打招呼才合適?;鞠躬並等待它主動接近
如何追踪霍格華茲學院杯的分數？;裝滿寶石的沙漏
如果有人試圖闖入古靈閣713號金庫，會發生什麼？;被吸入門中
如果你想摧毀一個分靈體，下列哪個物品可能會有幫助？;蛇妖的毒牙
尖叫屋在什麼地方呢？;活米村
有人知道妙麗父母的職業是什麼嗎？;牙醫
有人知道是什麼讓娜吉妮變成一條蛇嗎?;血咒
有人知道是誰殺了家庭小精靈多比嗎？;貝拉·雷斯壯
有人知道是誰讓雷木思?路平成為了狼人嗎？;焚銳·格雷貝克
有人為學院整支魁地奇隊伍購買了什麼型號的飛天掃帚？;光輪2001
有同學知道佛地魔的母親叫什麼名字嗎？;梅洛普
有個黑魔法製作的照明道具，是小偷和盜賊的最愛，其名為？;光榮之手
有誰了解多比？他屬於什麼物種？;家庭小精靈
有誰好奇路平教授的幻形怪型態是什麼嗎？;滿月
有誰知道，石內卜教授曾是是哪個學院的院長？;史萊哲林
有誰知道，哈利·波特的中間名是什麼？;詹姆
有誰知道，哈利在哪裡購買了課本？;華麗與污痕書店
有誰知道，為什麼血腥男爵總帶著鎖鏈嗎？;內心懺悔
有誰知道，食童怪喜歡吃什麼？;小孩
有誰知道，海格養育的小龍叫什麼名字？;諾伯
有誰知道血腥男爵是怎麼死的？;自殺
有誰知道阿不思·鄧不利多的妹妹是誰？;阿利安娜·鄧不利多
有誰知道哈利·波特的教父是誰?;天狼星·布萊克
有誰知道是誰讓萊姆斯盧平成為了狼人嗎？;芬里爾·格雷貝
有誰知道食童怪喜歡吃什麼？;小孩
有誰知道海格養育的小龍叫什麼名字？;諾柏
有誰記得，鄧不利多教授的前一任校長姓名?;阿曼多·狄劈
有誰認識呱啦嗎?他是誰?;海格同母異父的弟弟
有誰瞭解多比？他屬於什麼物種？;家庭小精靈
有誰還記得佛地魔學生時期的名字？;湯姆·瑞斗
有暸解妙麗·格蘭傑的同學嗎？考考你她的貓叫什麼？;歪腿
老湯姆·瑞鬥的墓碑在哪？;小漢格頓
老魔杖的別稱中不包括什麼?;智慧杖
老魔杖的杖芯是什麼？;夜騏的尾毛
考考你們，食死人貝拉·雷斯壯的妹妹是誰？;納西莎·馬份
血腥男爵殺害了誰？;海蓮娜?雷文克勞
血腥男爵曾經殺了誰？;格雷女士
西弗勒斯?石內卜教授的母親叫什麼？;愛琳?普林斯
西弗勒斯·石內卜少年時代曾被自己發明哪種咒語所捉弄？;倒倒吊
西弗勒斯·石內卜在舊《高級魔藥製作》課本曾署名什麼？;混血王子
西弗勒斯·石內卜的母親是哪位家族的後代?;普林斯家族
西弗勒斯·石內卜最後死於哪裡？;尖叫屋
西莫面對幻形怪時，它變成什麼？;報喪女妖
西碧·崔老妮教授在霍格華茲教授什麼課程？;占卜課
佛地魔分靈體之一的史萊哲林小金匣由誰保管？;克利切
佛地魔用什麼藥水保護藏在岩洞中的分體？;絕望藥水
佛地魔在哪裡得到接骨木魔杖的？;霍格華茲
佛地魔的哪個分靈體被藏在古靈閣萊斯壯倉庫？;海加·赫夫帕夫的金盃
佛地魔曾喝了誰的血來維持生命？;獨角獸的血
佛地魔學生時代的黑魔法防禦術老師叫什麼？;梅樂思教授
佛客使屬於哪種生物？;鳳凰
你會在哪裡找到老湯姆瑞斗的墓碑？;小漢果頓
初入霍格華茲的第一學年，哈利、榮恩和妙麗在盥洗室打敗了什麼生物?;山怪
妙麗·格蘭傑用了誰的簽名才能借到《強力藥劑》？;吉德羅·洛哈
妙麗·格蘭傑的護法是什麼形態？;水獺
妙麗·格蘭傑最不擅長的咒語是什麼？;護法咒
妙麗·格蘭傑最不擅長的課程是什麼?;占卜學
妙麗·格蘭傑曾被誰用酷刑咒折磨過？;貝拉?雷斯壯
妙麗·格蘭傑曾經收過麥教授的禮物，禮物是什麼呢?;時光器
妙麗·格蘭傑曾經喝下變身水變成以下哪種樣子？;貓女
妙麗·格蘭傑對自己的父母施展魔法讓他們搬家去了哪裡?;澳大利亞
妙麗第一次喝變身水時原本想偽裝成誰？;米莉森·布洛德
妙麗創立的家庭小精靈權利促進協會的縮寫是？;S.P.E.W.
妙麗發現蛇妖通過什麼在城堡中移動？;渠道
妙麗與哈利見面時，使用的第一個咒語？;復復修
孚立維教授用了什麼方式保護魔法石？;施了魔法的鑰匙
孚立維教授是哪門課的老師？;符咒學
孚立維教授是哪個學院的院長？;雷文克勞
巫師卡中“惡人赫珀”培育出了什麼神奇生物？;蛇妖
貝拉·雷斯壯折磨瘋了誰的父母？;奈威·隆巴頓
貝拉·雷斯壯被誰殺死？;茉莉·衛斯理
辛尼斯塔教授在霍格華茲教哪一門課程？;天文學
那一種翠綠色的藥水會讓人産生恐懼和幻覺？;絕望藥水
那些通過抓捕麻瓜出生者或所謂血統叛徒來換取金錢的人被稱為什麼？;搜捕隊員
亞瑟·衛斯理在遭到娜吉妮攻擊後被送去了哪裡？;聖蒙果魔法疾病與傷害醫院
受到催狂魔的襲擊後，食用哪種食物可以有效緩解不適？;巧克力
呱啦第一次見到妙麗時送她什麼東西？;自行車手把
呼嚕粉是由誰發明的？;伊格內希婭·懷爾德史密斯
呼嚕網將什麽連接在一起？;壁爐
和天狼星·布萊克一起逃跑的鷹馬叫什麼名字？;巴嘴
奇獸動物園位在哪裡？;斜角巷
奇獸飼育學課上海格所使用的教科書是什麼？;《怪獸的怪獸書》
奈威·隆巴頓父母的職業是什麼？;正氣師
奈威·隆巴頓教授剛到霍格華茲讀書時，他想被分到哪個學院？;赫夫帕夫
下面哪一項是阿不思·鄧不利多的著名學術成就;發現龍血的十二種用途
奈威·隆巴頓教授最擅長的科目是什麼？;草藥學
彼得·佩迪魯變成過什麼動物？;老鼠
彼得·佩德魯、天狼星·布萊克、雷木思·路平、詹姆·波特的別稱？;蟲尾、獸足、月影、鹿角
怪獸與牠們的產地的作者是誰?;紐特·斯卡曼德
波巴洞的校長歐琳·美心夫人說她的馬只喝什麼？;純麥威士忌
波巴洞魔法學校位於哪個國家？;法國
波巴洞魔法學院的馬車由什麼生物牽引？;天馬
直到20世紀30年代仍舊是真正純血統的英國巫師家族有幾個？;28
知名的魁地奇世界盃選手維克多·喀浪是哪個國家代表隊的？;保加利亞隊
花兒?戴樂古的妹妹是誰？;加布麗
花兒·德拉庫爾在耶誕舞會上的舞伴是誰？;羅傑·達維
芽菜教授用成熟的什麼救了密室中被蛇妖石化的學生們和拿樂絲太太？;魔蘋果
芽菜教授在霍格華茲教授哪門課程？;藥草學
芽菜教授是哪個學院的院長?;赫夫帕夫
金妮·衛斯理名字中的“金妮”是什麼的簡稱？;吉尼芙拉
金妮衛斯理的蒲絨絨叫什麼名字？;阿囡
金探子翅膀是什麼顏色？;銀色
金探子被發明之前，魁地奇比賽中使用是哪一種生物？;金探鳥
阿不思·鄧不利多在什麼地方與蓋勒·葛林戴華德相識？;高錐客洞
阿不思·鄧不利多沒能直接通過魔法部長交給哈利·波特等三人的遺物是什麼?;葛來分多寶劍
阿不思·鄧不利多的守護神是什麼？;山羊
阿不思·鄧不利多派誰在麻瓜世界保護哈利?;費格太太
阿不思·鄧不利多將什麼遺贈給妙麗？;《吟遊詩人皮陀故事集》
阿不思·鄧不利多將什麼遺贈給榮恩？;熄燈器
阿不思·鄧不利多讓誰去馬份宅去救哈利三人組？;多比
阿尼馬格斯形態下的小天狼星·布萊克被稱為大腳板或什麼？;獸足
阿茲卡班的守衛是什麼？;催狂魔
前黑魔法防禦課老師吉德羅·洛哈最擅長的咒語是什麼？;空空，遺忘
哈利，榮恩和妙麗最喜歡到破釜酒吧喝的飲品是？;奶油啤酒
哈利、妙麗、衛斯理一家在哪裡使用了港口鑰去魁地奇世界盃場地？;鼬頭丘
哈利、榮恩和妙麗，最初懷疑誰想要偷走魔法石？;西弗勒斯-石內卜
哈利·波特生日的時候，衛斯理夫人送他什麼禮物？;手錶
哈利·波特在三巫鬥法大賽中需要從哪種龍那裡取走金蛋？;匈牙利角尾龍龍
哈利·波特在三巫鬥法大賽帶回了誰的屍體？;西追·迪戈里
哈利·波特在火盃第二項比賽中使用了哪種植物？;魚鰓草
哈利·波特在目睹誰的死亡後才看到騎士墮鬼馬？;西追·迪戈里
哈利·波特在哪裡第一次收到了魯霸·海格的生日蛋糕？;礁石上的小屋
哈利·波特在校時，誰的成績總是班級第一？;妙麗·格蘭傑
哈利·波特在逃亡過程中在哪裡拿到了葛來分多寶劍？;湖底
哈利·波特在動物園使用過什麼天賦？;爬說語
哈利·波特收到的第一把飛天掃帚是誰贈送的？;麥教授
哈利·波特沒有擔任過哪個職務？;S.P.E.W財務總管
哈利·波特使用什麼破壞了湯姆瑞斗的日記？;蛇妖的毒牙
哈利·波特和他的麻瓜親戚德思禮一家住在哪兒？;水蠟樹街
哈利·波特和阿不思?鄧不利多最後一次見面是在哪裡？;王十字車站
哈利·波特的小女兒叫什麼名字？;莉莉露娜·波特
哈利·波特的出生地是哪裡？;高錐客洞
哈利·波特的初戀是誰？;張秋
哈利·波特的祖父從事什麼工作發家？;護髮藥水
哈利·波特的摯友榮恩·衛斯理有多少兄弟姐妹？;6個
哈利·波特的貓頭鷹叫什麼名字？;嘿美
哈利·波特的護法是哪種動物？;雄鹿
哈利·波特的魔杖是什麼材質？;冬青木
哈利·波特是什麼咒語的唯一倖存者？;阿哇呾喀呾啦
哈利·波特是皮福雷三兄弟中誰的後代？;伊諾特
哈利·波特是通過打敗誰成為接骨木魔杖的主人？;跩哥．馬份
哈利·波特剛入學時葛萊芬多休息室的密語是什麼？;龍渣
哈利·波特畢業後去做了什麼工作？;正氣師
哈利·波特第一次抓住金探子是用哪裡抓住的？;用嘴抓住
哈利·波特第一次見到奎若教授是在哪裡？;破釜酒吧
哈利·波特被食死人抓到馬份莊園時，用的什麼名字？;弗農·達利
哈利·波特最擅長什麼咒語?;去去武器走
哈利·波特曾在葛來分多魁地奇球隊打什麼位置？;搜捕手
哈利·波特曾和他麻瓜親戚德思禮一家住在哪兒？;水蠟樹街
哈利·波特曾經被叫作過什麼？;爛爛爛疤頭
哈利·波特曾經試圖取得水下的葛萊分多寶劍差點淹死，是被誰所救?;榮恩．衛斯理
哈利·波特進入霍格華茲第一天的葛來分多交誼廳的密語是什麼?;龍渣
哈利·波特學生時，羅咪·凡曾十分迫切的想與他約會原因是？;他是被選中的孩子
哈利·波特學生時期的藥草學老師是誰？;芽菜教授
哈利·波特繼承的死神聖物是什麼？;隱身衣(隱形斗篷)
哈利一年級時，霍格華茲城堡中的哪個地方是禁止學生入內的？;四樓走廊
哈利一年級時誰在禁忌森林中保護了他？;翡冷翠
哈利二年級開學時，以什麼交通方式到達了霍格華茲？;一輛會飛的車
哈利三人組在誰的幫助下溜進古靈閣？;拉環
哈利三年級時黑魔法防禦術課上遭遇的幻形怪是什麼形態？;催狂魔
哈利三年級開學時，霍格華茲特快車上什麼導致了哈利暈倒？;催狂魔
哈利上一年級時，誰跑到禮堂告訴大家一隻山怪被放出來了?;奎若教授
哈利用爬說嘴和什麼動物說過話？;蛇
哈利因在麻瓜面前召喚護法而被傳喚後，誰主持了他的庭審？;愛蜜莉?波恩女士
哈利因為在麻瓜面前召喚護法被審訊時誰當了他的證人？;阿拉貝拉費格
哈利在火車上拆巧克力蛙卡片時，獲得的第一個人物是？;阿不思·鄧不利多
